Date,Open,High,Low,Close,Adj Close,Volume,%(close),AVE %
1/2/2003,35.549999,35.950001,33.540001,35.369999,27.890324,5703300,0.01357079484,0.00885938323
1/3/2003,35.599998,38.040001,33.32,35.849998,28.268831,5954600,0.07810332374,
1/4/2003,36.299999,39,35.889999,38.650002,30.540964,9439000,0.05226380066,
1/5/2003,38.650002,40.689999,37.779999,40.669998,32.13715,7188800,0.00934352148,
1/6/2003,41.080002,42.900002,40.450001,41.049999,32.437424,8354900,0.02484777162,
1/7/2003,40.900002,43.189999,40.450001,42.07,33.312447,7111900,0.02400765391,
1/8/2003,42.07,43.200001,40.580002,43.080002,34.112179,6087500,-0.01067787787,
1/9/2003,43.330002,44.75,42.290001,42.619999,33.747948,5190300,0.05349608291,
1/10/2003,42.599998,45.32,42.599998,44.900002,35.614361,6125800,0.00935407531,
1/11/2003,44.900002,45.759998,44.130001,45.32,35.947479,9930300,0.03265664166,
1/12/2003,45.490002,47,44.619999,46.799999,37.121414,8088800,0.02200861158,
1/1/2004,47.220001,48.889999,46.5,47.830002,38.129841,10625800,0.00585404533,
1/2/2004,47.77,49.110001,47.439999,48.110001,38.353054,12505600,-0.02099361835,
1/3/2004,48.279999,48.790001,45.330002,47.099998,37.547886,10421100,-0.01125261194,
1/4/2004,47.09,48.419998,46.509998,46.57,37.192566,6047400,0.01954047670,
1/5/2004,46.549999,47.48,45.5,47.48,37.919327,6668900,0.00779271272,
1/6/2004,47.139999,48.34,47.009998,47.849998,38.214806,8455500,-0.05245555078,
1/7/2004,47.860001,47.889999,44.080002,45.34,36.264572,9191900,-0.01080727834,
1/8/2004,45.119999,45.400002,43.060001,44.849998,35.872665,7058300,0.00780385765,
1/9/2004,44.84,46.290001,44.57,45.200001,36.152603,5712200,0.01371679173,
1/10/2004,45.619999,46.459999,44.169998,45.82,36.730518,10529200,0.03950242252,
1/11/2004,45.91,48.360001,45.759998,47.630001,38.181465,15744300,0.03191268041,
1/12/2004,47.75,49.349998,47.700001,49.150002,39.399925,19275900,-0.03397765884,
1/1/2005,49.150002,49.450001,46.630001,47.48,38.260529,15659000,0.01200503370,
1/2/2005,47.68,48.549999,47.310001,48.049999,38.719868,15542700,-0.02455775285,
1/3/2005,48,49.02,46.419998,46.869999,37.768974,18354400,-0.01834864558,
1/4/2005,47.299999,47.540001,45.32,46.009998,37.185631,13979600,0.04998920017,
1/5/2005,46.029999,48.669998,46.009998,48.310001,39.04451,12628800,-0.00641691148,
1/6/2005,48.330002,49.200001,47.380001,48,38.793961,20667600,0.05083331250,
