,predicted_mean
194,2.493141024291914
195,0.7535788696758257
196,-0.6689585231499624
197,3.1754903729354744
198,0.7385467882917176
199,-0.7836269422505433
200,2.0012624287440826
201,3.3061296912463773
202,0.4615177473207215
203,0.14837352302714457
204,0.2626122131455695
205,1.1919889778414308
206,2.552338202811482
207,0.8127760481953938
208,-0.6097613446303942
209,3.2346875514550426
210,0.7977439668112858
211,-0.7244297637309751
212,2.06045960726365
213,3.3653268697659446
214,0.5207149258402883
215,0.20757070154671142
216,0.32180939166513634
217,1.2511861563609976
218,2.6115353813310493
219,0.8719732267149611
220,-0.5505641661108269
221,3.29388472997461
222,0.8569411453308531
223,-0.6652325852114078
224,2.119656785783217
225,3.424524048285512
226,0.5799121043598556
227,0.2667678800662787
228,0.38100657018470363
229,1.310383334880565
230,2.6707325598506166
231,0.9311704052345284
232,-0.49136698759125963
233,3.353081908494177
234,0.9161383238504204
235,-0.6060354066918405
236,2.1788539643027844
237,3.4837212268050792
238,0.6391092828794229
239,0.325965058585846
240,0.4402037487042709
241,1.3695805134001322
242,2.729929738370184
243,0.9903675837540957
244,-0.43216980907169233
245,3.4122790870137445
246,0.9753355023699877
247,-0.5468382281722732
248,2.2380511428223517
249,3.5429184053246465
250,0.6983064613989902
251,0.3851622371054133
252,0.4994009272238382
253,1.4287776919196995
254,2.7891269168897512
255,1.049564762273663
256,-0.37297263055212504
257,3.471476265533312
258,1.034532680889555
259,-0.48764104965270594
260,2.297248321341919
261,3.602115583844214
262,0.7575036399185575
263,0.4443594156249806
264,0.5585981057434055
265,1.4879748704392668
266,2.8483240954093185
267,1.1087619407932303
268,-0.31377545203255774
269,3.530673444052879
270,1.0937298594091223
271,-0.42844387113313864
272,2.3564454998614863
273,3.661312762363781
274,0.8167008184381248
275,0.5035565941445479
276,0.6177952842629728
277,1.547172048958834
278,2.907521273928886
279,1.1679591193127976
280,-0.25457827351299045
281,3.5898706225724464
282,1.1529270379286896
283,-0.36924669261357135
284,2.4156426783810536
285,3.7205099408833484
286,0.8758979969576921
287,0.5627537726641152
288,0.6769924627825401
289,1.6063692274784014
290,2.966718452448453
291,1.227156297832365
292,-0.19538109499342315
293,3.6490678010920137
294,1.2121242164482569
295,-0.31004951409400405
296,2.474839856900621
297,3.7797071194029157
298,0.9350951754772594
299,0.6219509511836825
300,0.7361896413021074
301,1.6655664059979687
302,3.0259156309680204
303,1.2863534763519322
304,-0.13618391647385586
305,3.708264979611581
306,1.2713213949678241
307,-0.25085233557443676
308,2.534037035420188
309,3.838904297922483
310,0.9942923539968267
311,0.6811481297032498
