,predicted_mean
242,0.7600258170759151
243,-0.7076472822164748
244,2.408861589172588
245,0.3288708456121654
246,-0.7892545992834874
247,1.4330468414494195
248,2.1184009076909085
249,0.5256925437088267
250,0.15467013208733782
251,0.2649061467783014
252,0.5933382183175938
253,2.339842503118554
254,0.7663938464574604
255,-0.7012792528349294
256,2.4152296185541324
257,0.33523887499370986
258,-0.7828865699019429
259,1.4394148708309649
260,2.124768937072454
261,0.532060573090372
262,0.16103816146888317
263,0.2712741761598467
264,0.5997062476991393
265,2.3462105325000993
266,0.7727618758390058
267,-0.6949112234533841
268,2.4215976479356778
269,0.3416069043752552
270,-0.7765185405203976
271,1.4457829002125102
272,2.131136966453999
273,0.5384286024719174
274,0.16740619085042852
275,0.2776422055413921
276,0.6060742770806846
277,2.3525785618816446
278,0.7791299052205511
279,-0.6885431940718387
280,2.427965677317223
281,0.34797493375680055
282,-0.7701505111388522
283,1.4521509295940556
284,2.1375049958355445
285,0.5447966318534627
286,0.17377422023197386
287,0.2840102349229374
288,0.61244230646223
289,2.35894659126319
290,0.7854979346020965
291,-0.6821751646902934
292,2.4343337066987685
293,0.3543429631383459
294,-0.7637824817573069
295,1.458518958975601
296,2.14387302521709
297,0.5511646612350081
298,0.1801422496135192
299,0.29037826430448277
300,0.6188103358437753
301,2.3653146206447353
302,0.7918659639836418
303,-0.675807135308748
304,2.440701736080314
305,0.36071099251989125
306,-0.7574144523757615
307,1.4648869883571463
308,2.1502410545986352
309,0.5575326906165534
310,0.18651027899506456
311,0.2967462936860281
312,0.6251783652253207
313,2.3716826500262806
314,0.7982339933651872
315,-0.6694391059272027
316,2.447069765461859
317,0.3670790219014366
318,-0.7510464229942162
319,1.4712550177386916
320,2.1566090839801806
321,0.5639007199980988
322,0.1928783083766099
323,0.30311432306757347
324,0.631546394606866
325,2.378050679407826
326,0.8046020227467325
327,-0.6630710765456573
328,2.4534377948434045
329,0.37344705128298195
330,-0.7446783936126709
331,1.477623047120237
332,2.162977113361726
333,0.5702687493796441
334,0.19924633775815526
335,0.3094823524491188
336,0.6379144239884114
337,2.3844187087893713
338,0.8109700521282779
339,-0.656703047164112
340,2.45980582422495
341,0.3798150806645273
342,-0.7383103642311255
343,1.4839910765017823
344,2.1693451427432713
345,0.5766367787611895
346,0.2056143671397006
347,0.31585038183066416
348,0.6442824533699567
349,2.3907867381709167
350,0.8173380815098232
351,-0.6503350177825666
352,2.466173853606495
353,0.38618311004607264
354,-0.7319423348495802
355,1.4903591058833277
356,2.1757131721248166
357,0.5830048081427348
358,0.21198239652124595
359,0.3222184112122095
