Date,Open,High,Low,Close,Adj Close,Volume,%(close),AVE %
1/1/2003,20.01,20.68,18.76,19.26,11.637737,3053800,-0.030633437,0.006066656
1/2/2003,19.34,19.48,18.5,18.67,11.281231,3406100,-0.005356186,
1/3/2003,18.77,19.49,17.82,18.57,11.220804,7015600,0.029617717,
1/4/2003,18.35,19.360001,18.35,19.120001,11.616736,6026900,0.049163073,
1/5/2003,19.07,20.139999,18.799999,20.059999,12.187854,6543000,0.004985095,
1/6/2003,20.200001,20.799999,20.01,20.16,12.248609,4228700,-0.001488145,
1/7/2003,20.01,20.57,19.950001,20.129999,12.285841,2641000,0.016890214,
1/8/2003,19.959999,20.530001,19.700001,20.469999,12.493357,4226300,-0.007327748,
1/9/2003,20.440001,20.9,20.200001,20.32,12.401803,4005100,0.045275591,
1/10/2003,20.34,21.32,20.34,21.24,13.007641,6363700,0.011770245,
1/11/2003,21.34,21.540001,20.98,21.49,13.160744,2553900,0.013494695,
1/12/2003,21.41,21.780001,21.18,21.780001,13.338336,4818800,0,
1/1/2004,21.75,21.959999,21.34,21.780001,13.394856,7337300,0.056932917,
1/2/2004,21.780001,23.110001,21.77,23.02,14.157465,7934300,-0.006081712,
1/3/2004,23.120001,23.309999,22.16,22.879999,14.071364,8023500,0.013111932,
1/4/2004,22.83,23.389999,22.6,23.18,14.307545,7969900,-0.005608326,
1/5/2004,23.299999,23.379999,22.389999,23.049999,14.2273,12626400,0.001735401,
1/6/2004,23.049999,23.67,22.870001,23.09,14.251996,8283400,-0.049371979,
1/7/2004,23.139999,23.15,21.83,21.950001,13.599079,10170500,0.017767607,
1/8/2004,21.860001,22.49,21.6,22.34,13.840705,6005700,-0.030438675,
1/9/2004,22.32,22.790001,21.360001,21.66,13.41941,10821800,0.006463481,
1/10/2004,21.66,22,21.18,21.799999,13.563276,12738800,0.024770689,
1/11/2004,21.809999,23.059999,21.700001,22.34,13.899246,10762700,0.03312444,
1/12/2004,22.35,23.290001,22.35,23.08,14.359654,17349800,0.01169844,
1/1/2005,23.299999,23.52,22.83,23.35,14.587632,15380600,-0.001284797,
1/2/2005,23.4,23.799999,23.059999,23.32,14.568889,14012300,-0.012864494,
1/3/2005,23.440001,23.799999,22.65,23.02,14.381467,15090300,-0.010425673,
1/4/2005,23.200001,23.27,22.459999,22.780001,14.290658,19219500,0.023265934,
1/5/2005,22.870001,23.65,22.74,23.309999,14.623156,14449200,-0.024023982,
1/6/2005,23.299999,23.57,22.67,22.75,14.271841,13853100,0.032087912,
1/7/2005,22.85,23.629999,22.549999,23.48,14.800788,17341100,-0.01746167,
1/8/2005,23.51,23.51,22.809999,23.07,14.542342,26015400,0.009102774,
1/9/2005,23.129999,23.459999,22.4,23.280001,14.674715,28437200,-0.004725129,
1/10/2005,23.200001,23.35,22.52,23.17,14.678358,21869500,0.009063401,
1/11/2005,23.33,23.780001,22.959999,23.379999,14.811396,17943900,-0.003849359,
1/12/2005,23.6,24.030001,23.25,23.290001,14.754372,21342600,0.001717432,
1/1/2006,23.309999,23.629999,23.16,23.33,14.854172,31081600,0.008572696,
1/2/2006,23.26,23.9,23.01,23.530001,14.981518,22002200,0.002974883,
1/3/2006,23.65,24.49,23.440001,23.6,15.026082,31943300,0.009745763,
1/4/2006,23.75,23.879999,23.08,23.83,15.252265,20253400,0.002098154,
1/5/2006,23.889999,24.26,23.48,23.879999,15.284272,28285100,0.012981659,
1/6/2006,23.879999,24.43,23.43,24.190001,15.482685,35603300,0.015708929,
1/7/2006,24.24,24.790001,23.91,24.57,15.81008,38462100,0.038665039,
1/8/2006,24.65,25.540001,24.360001,25.52,16.421387,41118000,-0.005485933,
1/9/2006,25.6,26.559999,25.16,25.379999,16.331305,37078800,0.017730537,
1/10/2006,25.200001,26.049999,24.34,25.83,16.704124,40763300,-0.008517189,
1/11/2006,25.860001,25.99,25.360001,25.610001,16.56185,45108500,0.019914095,
