,predicted_mean
241,2.3609002033305586
242,1.0554048298093832
243,-0.12988962302984586
244,3.1790094122891475
245,0.8523350499203115
246,-0.8590798013674701
247,1.6830706288398805
248,2.2572324021986416
249,0.2965732051248313
250,0.36453149679265806
251,0.42368922922655816
252,0.9656874142837366
253,2.3823415199148275
254,1.0768461463936503
255,-0.10844830644557879
256,3.2004507288734154
257,0.8737763665045795
258,-0.837638484783203
259,1.704511945424147
260,2.2786737187829087
261,0.3180145217090993
262,0.385972813376926
263,0.44513054581082523
264,0.9871287308680037
265,2.4037828364990945
266,1.0982874629779174
267,-0.08700698986131172
268,3.2218920454576825
269,0.8952176830888465
270,-0.816197168198936
271,1.7259532620084141
272,2.3001150353671758
273,0.33945583829336634
274,0.4074141299611931
275,0.4665718623950923
276,1.0085700474522707
277,2.4252241530833616
278,1.1197287795621844
279,-0.06556567327704466
280,3.2433333620419496
281,0.9166589996731136
282,-0.7947558516146689
283,1.7473945785926812
284,2.321556351951443
285,0.3608971548776334
286,0.42885544654546015
287,0.48801317897935936
288,1.0300113640365378
289,2.4466654696676287
290,1.1411700961464515
291,-0.04412435669277759
292,3.2647746786262166
293,0.9381003162573807
294,-0.7733145350304018
295,1.7688358951769483
296,2.34299766853571
297,0.3823384714619005
298,0.4502967631297272
299,0.5094544955636264
300,1.0514526806208049
301,2.4681067862518957
302,1.1626114127307186
303,-0.02268304010851052
304,3.2862159952104837
305,0.9595416328416477
306,-0.7518732184461348
307,1.7902772117612153
308,2.364438985119977
309,0.40377978804616754
310,0.4717380797139943
311,0.5308958121478935
312,1.072893997205072
313,2.489548102836163
314,1.1840527293149856
315,-0.0012417235242434543
316,3.3076573117947508
317,0.9809829494259148
318,-0.7304319018618677
319,1.8117185283454824
320,2.385880301704244
321,0.4252211046304346
322,0.49317939629826135
323,0.5523371287321606
324,1.094335313789339
325,2.51098941942043
326,1.2054940458992527
327,0.020199593060023613
328,3.329098628379018
329,1.0024242660101819
330,-0.7089905852776006
331,1.8331598449297495
332,2.407321618288511
333,0.4466624212147017
334,0.5146207128825284
335,0.5737784453164276
336,1.115776630373606
337,2.532430736004697
338,1.2269353624835198
339,0.04164090964429068
340,3.350539944963285
341,1.023865582594449
342,-0.6875492686933335
343,1.8546011615140165
344,2.428762934872778
345,0.46810373779896874
346,0.5360620294667955
347,0.5952197619006947
348,1.1372179469578731
349,2.553872052588964
350,1.2483766790677868
351,0.06308222622855775
352,3.371981261547552
353,1.045306899178716
354,-0.6661079521090665
355,1.8760424780982836
356,2.4502042514570452
357,0.4895450543832358
358,0.5575033460510626
