Date,Open,High,Low,Close,Adj Close,Volume,%(close),AVE %
1/2/2003,10.9625,11.0625,10.41,10.875,8.272379,12432400,0.0179310345,0.0081061481
1/3/2003,11.035,11.745,10.3125,11.07,8.420713,22164800,0.0702348690,
1/4/2003,11.14,11.97,11.0625,11.8475,9.037481,15765200,0.0343954421,
1/5/2003,11.8325,12.2725,11.6475,12.255,9.34833,15417600,0.0118319053,
1/6/2003,12.3425,12.9375,12,12.4,9.458941,12341200,0.0131048387,
1/7/2003,12.3725,12.9575,12.2525,12.5625,9.609561,12018400,0.0177114428,
1/8/2003,12.5225,12.8175,12.165,12.785,9.77976,11939200,-0.0046929996,
1/9/2003,12.825,13.31,12.66,12.725,9.733865,9173200,0.0430255403,
1/10/2003,12.8125,13.3725,12.7625,13.2725,10.1803,11417600,0.0101714070,
1/11/2003,13.35,13.5125,13.1,13.4075,10.283845,8592800,0.0367331717,
1/12/2003,13.4925,13.9175,13.285,13.9,10.661607,13792000,0.0205035971,
1/1/2004,13.97,14.455,13.81,14.185,10.921505,14577200,0.0056397603,
1/2/2004,14.2125,14.5025,14.115,14.265,10.9831,13121600,-0.0269891342,
1/3/2004,14.26,14.4275,13.3925,13.88,10.686675,15624400,-0.0073847262,
1/4/2004,13.9075,14.29,13.7775,13.7775,10.63352,13427600,0.0185084377,
1/5/2004,13.82,14.0625,13.5,14.0325,10.830331,21550000,0.0121147337,
1/6/2004,13.925,14.3125,13.9,14.2025,10.961541,21864000,-0.0485829960,
1/7/2004,14.2025,14.2475,13.24,13.5125,10.456519,20470800,-0.0024051804,
1/8/2004,13.5,13.6175,12.995,13.48,10.431367,10020000,-0.0011127596,
1/9/2004,13.48,13.84,13.31,13.465,10.419761,13759600,0.0161529892,
1/10/2004,13.525,13.815,13.2025,13.6825,10.621799,13358000,0.0328887265,
1/11/2004,13.7125,14.4225,13.6175,14.1325,10.97114,19922000,0.0215814612,
1/12/2004,14.1875,14.6625,14.1525,14.4375,11.207912,17828400,-0.0216450216,
1/1/2005,14.5125,14.575,13.915,14.125,11.064147,19625200,0.0244247788,
1/2/2005,14.1375,14.545,14.115,14.47,11.334386,16056000,-0.0238424326,
1/3/2005,14.5,14.7475,13.9575,14.125,11.064147,17500400,-0.0159292035,
1/4/2005,14.225,14.3,13.65,13.9,10.936622,22616000,0.0320143885,
1/5/2005,13.9375,14.6875,13.85,14.345,11.28675,19763200,-0.0153363541,
1/6/2005,14.345,14.58,14.0975,14.125,11.113655,24556800,0.0437168142,
1/7/2005,14.1525,14.8825,14.0475,14.7425,11.624725,16048800,-0.0079701543,
1/8/2005,14.78,14.8825,14.3125,14.625,11.532075,25023200,0.0013675214,
1/9/2005,14.59,14.8425,14.3825,14.645,11.547842,19811200,-0.0203141004,
1/10/2005,14.65,14.665,14.0125,14.3475,11.352169,15081600,0.0385084509,
1/11/2005,14.3125,15.1375,14.2675,14.9,11.789321,22594400,-0.0053691275,
1/12/2005,15.025,15.235,14.82,14.82,11.72602,27044400,0.0209176788,
1/1/2006,14.925,15.4175,14.8125,15.13,12.005973,32530000,-0.0004957039,
