Date,Open,High,Low,Close,Adj Close,Volume,%(close),AVE %
1/2/2003,80.970001,81.690002,76.519997,79.309998,50.006172,146244700,0.00643049,0.00661637
1/3/2003,79.68,85.360001,74.309998,79.82,50.48563,225535100,0.06314208,
1/4/2003,80.269997,85.699997,79.760002,84.860001,53.740646,183070700,0.04690072,
1/5/2003,84.75,88.980003,83.5,88.839996,56.334728,175458000,0.01204421,
1/6/2003,89.410004,93.949997,88.800003,89.910004,57.100166,174512300,0.02847288,
1/7/2003,89.589996,93.769997,88.849998,92.470001,58.88129,146396300,0.02097981,
1/8/2003,92.489998,95.239998,90.029999,94.410004,60.201557,123257300,-0.01355796,
1/9/2003,94.260002,96.989998,92.419998,93.129997,59.464539,120901300,0.05261465,
1/10/2003,93.419998,98.830002,93.32,98.029999,62.720055,127689300,0.00051008,
1/11/2003,98.449997,99.349998,95.919998,98.080002,62.831379,90807200,0.06617045,
1/12/2003,98.330002,104.75,98.330002,104.57,67.204803,137899900,0.00487713,
1/1/2004,105.040001,107.230003,103.800003,105.080002,67.629196,160410500,0.00942137,
1/2/2004,105.199997,107.919998,104.529999,106.07,68.310883,105475500,-0.02026965,
1/3/2004,106.449997,107.089996,100.120003,103.919998,67.094101,174857500,-0.01510778,
1/4/2004,103.599998,105.949997,102.349998,102.349998,66.156067,134092400,-0.00166095,
1/5/2004,102.669998,104.139999,98.809998,102.18,66.083618,167520500,0.02397727,
1/6/2004,101.910004,105.050003,101.459999,104.629997,67.870438,105191200,-0.02752554,
1/7/2004,104.480003,104.650002,99.309998,101.75,66.062683,145161600,0.00137591,
1/8/2004,101.279999,102.25,98.150002,101.889999,66.208931,125173500,-0.01001076,
1/9/2004,101.739998,103.82,99.910004,100.870003,65.738434,121613600,-0.0048578,
1/10/2004,101.339996,102.879997,97.269997,100.379997,65.489182,163270800,0.03935052,
1/11/2004,100.489998,106.260002,100.290001,104.330002,68.125092,140004500,0.03048021,
1/12/2004,104.629997,108.559998,104.160004,107.510002,70.572464,140753000,-0.02520695,
1/1/2005,108.150002,108.589996,103.620003,104.800003,68.89962,166582800,0.0276717,
1/2/2005,105.019997,108.980003,104.839996,107.699997,70.872482,105174200,-0.02516248,
1/3/2005,107.760002,109.830002,103.860001,104.989998,69.242157,133274900,-0.02962188,
1/4/2005,105.43,105.620003,99.889999,101.879997,67.297371,163597400,0.02699254,
1/5/2005,102.239998,105.5,100.860001,104.629997,69.164047,130991000,-0.01796805,
1/6/2005,104.639999,106.510002,102.440002,102.75,68.138252,134909000,0.03776153,
1/7/2005,103.07,107.160004,101.730003,106.629997,70.787613,139259400,-0.01631809,
1/8/2005,106.720001,107.330002,103.449997,104.889999,69.694084,143622000,0.00819908,
1/9/2005,104.779999,107.010002,103.440002,105.75,70.471375,159823200,-0.01739949,
1/10/2005,105.739998,106.010002,101.580002,103.910004,69.346901,179008400,0.04147817,
1/11/2005,104.25,109.589996,103.760002,108.220001,72.320412,114409400,-0.01173539,
1/12/2005,108.739998,109.5,106.82,106.949997,71.657188,120342200,0.01234222,
1/1/2006,107.440002,110.459999,106.449997,108.269997,72.704758,141099600,0.015055,
1/2/2006,108.5,111.519997,107.32,109.900002,73.880821,136550800,0.01282981,
1/3/2006,110.239998,113.269997,109.269997,111.309998,74.966141,146085400,0.02308866,
1/4/2006,111.639999,114.099998,110.360001,113.879997,76.866768,133167100,-0.01887947,
1/5/2006,113.949997,116.800003,110.190002,111.730003,75.496048,197953900,0.00053699,
1/6/2006,111.589996,112.849998,106.949997,111.790001,75.726227,191291600,0.000984,
1/7/2006,111.949997,112.559998,106.889999,111.900002,75.913521,156237900,0.01706878,
1/8/2006,111.5,114.080002,110.5,113.809998,77.314568,127169300,0.02574466,
1/9/2006,114.209999,117.330002,113.230003,116.739998,79.47728,139690400,0.03417856,
1/10/2006,116.75,121.550003,116.440002,120.730003,82.341309,165591800,0.01283853,
1/11/2006,121.059998,123.510002,119.599998,122.279999,83.500603,150001300,0.01741908,
1/12/2006,122.370003,125.139999,120.900002,124.410004,85.175423,130807200,0.01470938,
1/1/2007,125.160004,126.489998,123.25,126.239998,86.658447,175883200,-0.02835863,
1/2/2007,126.459999,127.900002,120.5,122.660004,84.254608,163657100,0.00758187,
1/3/2007,121.410004,125.010002,119.5,123.589996,85.046524,234418200,0.05728621,
1/4/2007,123.57,131.979996,123.110001,130.669998,90.123497,155113800,0.04300907,
1/5/2007,130.839996,136.660004,130.309998,136.289993,94.077408,283098100,-0.01533492,
1/6/2007,136.610001,136.850006,132.369995,134.199997,92.878418,343784800,-0.01512667,
1/7/2007,134.419998,140.460007,131.139999,132.169998,91.587517,349084000,0.00930617,
1/8/2007,131.889999,136.960007,125.309998,133.399994,92.548378,536168100,0.04130442,
1/9/2007,133.220001,139.309998,130.240005,138.910004,96.584152,216101300,0.00028791,
1/10/2007,138.960007,141.949997,133.919998,138.949997,96.778519,307589300,-0.03447278,
1/11/2007,137.860001,137.899994,127.25,134.160004,93.545456,403533900,-0.0120006,
1/12/2007,133.690002,137.899994,131.059998,132.550003,92.689301,218010400,-0.04941534,
1/1/2008,132.470001,132.669998,115.800003,126,88.322731,473724100,-0.02373014,
1/2/2008,126.489998,127.610001,120.760002,123.010002,86.326019,279035500,-0.00495895,
1/3/2008,122.470001,126.099998,117.459999,122.400002,86.061043,348730900,0.04730392,
1/4/2008,123.889999,129.979996,122.699997,128.190002,90.352318,293243700,-0.01606994,
1/5/2008,128,131.289993,124.370003,126.129997,89.009933,233421300,-0.10076904,
1/6/2008,125.980003,126.25,112.75,113.419998,80.242844,380955700,0.00246869,
1/7/2008,112.379997,116.879997,108.32,113.699997,80.620697,575616800,0.01539138,
1/8/2008,114.120003,118.730003,112.129997,115.449997,81.980118,422061700,-0.06141183,
1/9/2008,116.959999,118.010002,104.010002,108.360001,77.109108,698679300,-0.13713548,
1/10/2008,107.57,108.790001,78.940002,93.5,66.737457,1007168700,-0.05561494,
1/11/2008,93.139999,96.5,74.5,88.300003,63.135433,777198400,-0.00883359,
1/12/2008,86.300003,90.389999,81.309998,87.519997,62.861221,577288500,-0.08500909,
1/1/2009,87.949997,90.900002,79.050003,80.080002,57.69516,618804900,-0.11638361,
1/2/2009,79.139999,83.290001,70.370003,70.760002,51.067982,650954300,0.07179189,
1/3/2009,69.650002,79.300003,64.779999,75.839996,55.001823,604399800,0.07687239,
1/4/2009,74.879997,83.059998,74.800003,81.669998,59.371727,393548200,0.04554917,
1/5/2009,81.790001,85.970001,80.959999,85.389999,62.178596,320204500,-0.00854895,
1/6/2009,86.279999,89.019997,82.57,84.660004,61.829479,325483400,0.08280172,
1/7/2009,84.980003,92.480003,80.959999,91.669998,67.171036,274478600,0.03687144,
1/8/2009,92.470001,96.82,91.400002,95.050003,69.748489,237236400,0.02146231,
1/9/2009,94.599998,99.160004,92.629997,97.089996,71.4963,234513300,-0.00030897,
1/10/2009,96.919998,101.199997,94.199997,97.059998,71.601974,269299100,0.06717499,
1/11/2009,97.400002,104.980003,96.82,103.580002,76.483261,224123900,0.00473062,
1/12/2009,104.279999,105.639999,101.75,104.07,77.096489,169229700,-0.03382336,
1/1/2010,104.839996,107.230003,100.410004,100.550003,74.778152,229355400,0.02734958,
1/2/2010,101.209999,104.389999,98.360001,103.300003,76.823311,214258200,0.05140366,
1/3/2010,103.669998,109.529999,103.580002,108.610001,80.978333,171222100,0.01371878,
1/4/2010,109.239998,112.580002,108.5,110.099998,82.246964,212147400,-0.07838326,
1/5/2010,110.57,111.82,97.75,101.470001,75.86203,412859200,-0.03685816,
1/6/2010,100.669998,105.959999,97.589996,97.730003,73.342262,282428800,0.07131888,
1/7/2010,97.75,105.93,96.169998,104.699997,78.715973,218440900,-0.04297994,
1/8/2010,106.080002,107.370003,99.370003,100.199997,75.400414,167266900,0.07694618,
1/9/2010,101.360001,109.519997,101.330002,107.910004,81.505859,125993800,0.03150768,
1/10/2010,108.550003,112.550003,107.07,111.309998,84.225372,131885300,-0.01024167,
1/11/2010,111.68,114.629997,109.400002,110.169998,83.432709,140835200,0.04955976,
1/12/2010,111.68,115.980003,111.589996,115.629997,87.850304,124823300,0.02568539,
1/1/2011,116.410004,119.940002,115.559998,118.599998,90.506752,171137800,0.02993258,
1/2/2011,119.160004,123.639999,119.080002,122.150002,93.329704,132276200,0.00712235,
1/3/2011,122.400002,123.580002,115.510002,123.019997,94.223923,192920200,0.04080634,
1/4/2011,123.589996,128.119995,120.650002,128.039993,98.257507,126745900,-0.0198375,
1/5/2011,128.600006,128.630005,122.800003,125.5,96.396332,154591700,-0.01330676,
1/6/2011,125.129997,125.18,118.489998,123.830002,95.427429,146290300,-0.02180413,
1/7/2011,124.089996,127.370003,120.639999,121.129997,93.509499,146856200,-0.04276397,
1/8/2011,122.739998,122.959999,105.940002,115.949997,89.591377,359056000,-0.06054331,
1/9/2011,116.089996,117.029999,105.720001,108.93,84.488876,236814200,0.09556592,
1/10/2011,108.209999,122.580002,103.839996,119.339996,92.73362,210863300,0.00712256,
1/11/2011,116.900002,121.75,112.139999,120.190002,93.544121,189762300,0.01381143,
1/12/2011,120.010002,123,117.050003,121.849998,95.066025,135753500,0.03463276,
1/1/2012,123.940002,128.130005,122.589996,126.07,98.654037,129418700,0.02554131,
