Date,Open,High,Low,Close,Adj Close,Volume,%(close),AVE %
1/2/2003,86.139999,86.809998,81,84.900002,57.624031,862248300,-0.00188462,0.00724099
1/3/2003,85.260002,89.879997,79.379997,84.739998,57.515404,1156870200,0.08461183,
1/4/2003,85.25,92.800003,84.910004,91.910004,62.633442,996114200,0.05483617,
1/5/2003,91.919998,97.089996,90.5,96.949997,66.067986,881509900,0.00701392,
1/6/2003,97.529999,102.18,96.669998,97.629997,66.531441,867970200,0.01802727,
1/7/2003,97.25,101.900002,96.43,99.389999,67.975471,895260500,0.02062585,
1/8/2003,99.190002,101.82,96.339996,101.440002,69.37751,772702000,-0.01468853,
1/9/2003,101.639999,104.699997,99.25,99.949997,68.358444,818513400,0.05352683,
1/10/2003,100.239998,105.970001,100.199997,105.300003,72.293922,831700900,0.01092112,
1/11/2003,105.75,106.949997,103.620003,106.449997,73.083458,630654200,0.04537343,
1/12/2003,106.849998,111.519997,105.959999,111.279999,76.399483,678350400,0.01976999,
1/1/2004,111.739998,116.5,110.730003,113.480003,78.27803,737674000,0.01357062,
1/2/2004,113.699997,116.599998,112.779999,115.019997,79.340332,676976900,-0.01669274,
1/3/2004,115.43,116.970001,108.849998,113.099998,78.01593,1125003900,-0.01892130,
1/4/2004,113.07,115.410004,110.900002,110.959999,76.808067,968620900,0.01712331,
1/5/2004,111.370003,113.260002,108.059998,112.860001,78.123306,981083900,0.01479708,
1/6/2004,112.459999,114.940002,111.870003,114.529999,79.279305,721880400,-0.03221866,
1/7/2004,114.25,114.400002,108.209999,110.839996,77.005066,954619200,0.00243599,
1/8/2004,110.190002,111.629997,106.589996,111.110001,77.192657,922892000,0.00585007,
1/9/2004,110.949997,113.739998,110.410004,111.760002,77.644257,790891900,0.01288471,
1/10/2004,112.260002,114.68,109.349998,113.199997,78.972061,1044071300,0.04143111,
1/11/2004,113.559998,119.139999,113.199997,117.889999,82.243935,961601700,0.02527784,
1/12/2004,118.160004,121.660004,117.730003,120.870003,84.572739,909170200,-0.02242077,
1/1/2005,121.559998,121.760002,116.370003,118.160004,83.067162,1184211500,0.02090380,
